id,title,description,price,url,avg_review,image,company,tags,category,g_link,thirdparty,pwa_ready
163,twitter-timeline,"The «Twitter Timeline» extension for Magento 2",0,https://github.com/mage2pro/twitter-timeline,,https://opengraph.githubassets.com/0681cb446ff3274cac617cdd64e527d8b8c397e1568287ecadabc258d6fae5af/mage2pro/twitter-timeline,mage2pro,"api,twitter,magento,magento-2,magento2,magento2-extension,magento2-module,mage2pro",,https://github.com/mage2pro/twitter-timeline,0,0
168,facebook-like,"The «Facebook Like & Share» extension for Magento 2",0,https://github.com/mage2pro/facebook-like,,https://opengraph.githubassets.com/f6aa635770634cb93d8a359b0346589e0517beed730260d7542591226a99cac6/mage2pro/facebook-like,mage2pro,"facebook,magento2,magento2-extension,magento2-module,mage2pro",,https://github.com/mage2pro/facebook-like,0,0
172,ginger-payments,"Ginger Payments integration with Magento 2",0,https://github.com/mage2pro/ginger-payments,,https://opengraph.githubassets.com/a64f2a528834eb3023a0c8a29c9ead1c231916a67ad640cc1ab246409f5fdded/mage2pro/ginger-payments,mage2pro,"Payment Integration",payment,https://github.com/mage2pro/ginger-payments,0,0
180,Magento2-Catalog-Sortby,"🔥Extension for sorting catalog by popularity and rating and price in magento 2",0,https://github.com/Huniko519/Magento2-Catalog-Sortby,,https://opengraph.githubassets.com/497350055a0bac8223122e2d27b700a549d58325806c4918bce7d92807b50618/Huniko519/Magento2-Catalog-Sortby,Huniko519,"magento2,magento2-extension,magento2-module,magento2-extension-free,magento2-catalog,sortbypopularity,sortbyprice,sortbyrated",,https://github.com/Huniko519/Magento2-Catalog-Sortby,0,0
192,magento-2-instagram,"Instagram extension for Magento makes your website more beautiful by integrating quality instagram images. Adding and editing instagram blocks saves time and requires no coding knowledge",0,https://github.com/magepow/magento-2-instagram,,https://opengraph.githubassets.com/b4402b05960006fb38a6e9e36c641b99d8ba6c5c8f43992f5f80c16d52acfe0a/magepow/magento-2-instagram,magepow,"instagram,magento2,magento2-extension,magento2-module,magento2-extension-free,magento2-module-free,magento2-instagram,magepow,magento2-instagram-feed,magepow-instagram",,https://github.com/magepow/magento-2-instagram,0,0
222,traducao_magento2_pt_br,"Tradução Magento 2 oficial para português do Brasil do site Crowdin",0,https://github.com/rafaelstz/traducao_magento2_pt_br,,https://opengraph.githubassets.com/4b322a54b6f803ec76d91a9646324ebe530176a699e3590eb82985012e58c9d2/rafaelstz/traducao_magento2_pt_br,rafaelstz,"translation,brazil,magento2,brasil,pt-br",translations,https://github.com/rafaelstz/traducao_magento2_pt_br,0,0
261,magento2-reindex,"Reindex your Magento2 store quickly and easily from backend/admin, instead of using the command line.",0,https://github.com/magepal/magento2-reindex,,https://repository-images.githubusercontent.com/90979767/96b73e80-8ebf-11e9-8072-14b5ca65c0b7,magepal,"Developer Tools",admintools,https://github.com/magepal/magento2-reindex,0,0
287,crypto-magento-nftloyalty,"Magento 2 NFT Loyalty Extension. It allows to use NFT token as \'Discount Card\' for implementing NFT Loyalty Programs.",0,https://github.com/torys877/crypto-magento-nftloyalty,,https://opengraph.githubassets.com/e7ba541f3b6c50515652dbfeba7b47ce9e80ca1f51eee6bf07c1401c837cc8bb/torys877/crypto-magento-nftloyalty,torys877,"ethereum,blockchain,loyalty,magento,magento2,magento2-extension,web3,loyaltyprogram,magento2-module,metamask,nft,loyalty-rewards,loyalty-solutions,erc721,loyalty-program,nft-loyalty,nftloyalty,nft-discount",,https://github.com/torys877/crypto-magento-nftloyalty,0,0
291,magento2-replace-all,"Meta-package to replace all optional Magento 2 modules",0,https://github.com/yireo/magento2-replace-all,,https://opengraph.githubassets.com/f8910b915766871534931fd427054e270ff69a6d15f5db59caf1dabfcc133d44/yireo/magento2-replace-all,yireo,magento2,,https://github.com/yireo/magento2-replace-all,0,0
293,magento_2_scripts,,0,https://github.com/trubnikovr/magento_2_scripts,,https://opengraph.githubassets.com/861cebab2d1aafbe1ddf1b87f0b09a27c730b68237be8fb0e4077b1d5a3489c3/trubnikovr/magento_2_scripts,trubnikovr,"helpers,magento2",,https://github.com/trubnikovr/magento_2_scripts,0,0
303,CustomerQr,"Magento 2 Extension: Add a customer QR code to their account page. This QR code data is the user_id field which can be used by a barcode scanner in Square POS (when sync'd) to attach a Magento user to the Square sale.",0,https://github.com/steveb-27/CustomerQr,,https://opengraph.githubassets.com/711012dddd335897d6a1b38aa255d2189d99c10e401db99c8a8d76ccd64b754c/steveb-27/CustomerQr,steveb-27,"square,magento2,magento2-extension",,https://github.com/steveb-27/CustomerQr,0,0
310,corediff,"Quickly find core modifications in open source code bases",0,https://github.com/sansecio/corediff,,https://repository-images.githubusercontent.com/311484722/d5a03200-2ddd-11eb-80e6-e330acd4f03c,sansecio,"security-audit,magento,magento2",,https://github.com/sansecio/corediff,0,0
314,GDW_DisableWelcomeEmail,"Disable Welcome Email Magento 2",0,https://github.com/josecruzchavez/GDW_DisableWelcomeEmail,,https://opengraph.githubassets.com/b9189c448253957ff20d9cb7aeb5b10d7bb900cfb45b7a2e68afc164cc3eeec3/josecruzchavez/GDW_DisableWelcomeEmail,josecruzchavez,"plugin,mail,email,magento,magento2,magento2-extension,magento2-module,magento2-extension-free,magento2-free-extension,gdw",,https://github.com/josecruzchavez/GDW_DisableWelcomeEmail,0,0
336,github-actions-magento2,"Github Actions and Workflows that make maintaining Magento2 projects and modules easier.",0,https://github.com/graycoreio/github-actions-magento2,,https://opengraph.githubassets.com/2af1c162fb004eebda3e21275af243acee99948b90eb22e074bfa848811348e1/graycoreio/github-actions-magento2,graycoreio,"devops,qa,ecommerce,ci,actions,magento2,hacktoberfest,github-actions,adobecommerce",,https://github.com/graycoreio/github-actions-magento2,0,0
341,M2_CategorySidebar,"Magento 2 category tree in sidebar (on category and search results page)",0,https://github.com/dev-jq/M2_CategorySidebar,,https://opengraph.githubassets.com/a3e7fb82c607b63ef383fcd0937fca2c4f7afa628b720cd1ff48e5e8f1bd30da/dev-jq/M2_CategorySidebar,dev-jq,"Site Search & Navigation",sitesearch,https://github.com/dev-jq/M2_CategorySidebar,0,0
349,storeCode,"Default Store Code Remover for Magento 2",0,https://github.com/anatoliidolia/storeCode,,https://opengraph.githubassets.com/3b432084d7761eb4b479a645113eaa8018cedd6860b3963463623631e489c19e/anatoliidolia/storeCode,anatoliidolia,"magento2,magento2-extension,magento2-module,php8",,https://github.com/anatoliidolia/storeCode,0,0
372,Magento2-AutoCopyright,"Magento2 AutoCopyright extension helps the owner of store simply update copyright info with current year.",0,https://github.com/Delgraf/Magento2-AutoCopyright,,https://opengraph.githubassets.com/bdcb813ebb17ce3b1410d0f461fe543153c51ea061a499fb317187c14052a33f/Delgraf/Magento2-AutoCopyright,Delgraf,"magento,magento2,magento2-extension,copyright,year,magento2-module,magento2-extension-free,magento2-module-free,update-copyright,delgraf,autocopyright,delgraf-autocopyright,delgraf-magento2-autocopyright,copyright-year,update-copyright-year,update-year",,https://github.com/Delgraf/Magento2-AutoCopyright,0,0
396,module-sansec-composer-integrity-checker,"A Magento 2 module wrapper for the Sansec Composer Integrity plugin.",0,https://github.com/element119/module-sansec-composer-integrity-checker,,https://opengraph.githubassets.com/9f10c142b3d3afc00a7b6f914aa0b11e1bb871c30d6c5cf0f1576608f187926e/element119/module-sansec-composer-integrity-checker,element119,"security,composer,magento2",,https://github.com/element119/module-sansec-composer-integrity-checker,0,0
398,simplereturns,"Self-service RMA for Magento.",0,https://github.com/auroraextensions/simplereturns,,https://opengraph.githubassets.com/6a70b69df3087f822b40c51dc4e939485dd3e2bfb5562333777a8d1102660542/auroraextensions/simplereturns,auroraextensions,"magento,magento2,rma,magento2-rma",,https://github.com/auroraextensions/simplereturns,0,0
399,firestore,"A Fire Store : Magento 2 store ready for Brazil",0,https://github.com/magenteiro/firestore,,https://opengraph.githubassets.com/bcd24c276b00ec535691a2e6add7c16e56b592bf1fd74cfacedb8276aa152a77/magenteiro/firestore,magenteiro,"Translations & Localization",translations,https://github.com/magenteiro/firestore,0,0
411,magento2-sign-in-with-phone-number,"This extension allow your customers to login to your Magento store using their phone number.",0,https://github.com/williankeller/magento2-sign-in-with-phone-number,,https://opengraph.githubassets.com/23533a974fb7c081b6d8d37983df4fbbba022a0260317cf458572872ea3ce8bd/williankeller/magento2-sign-in-with-phone-number,williankeller,"phone-number,magento2,magento2-extension,magento2-module,magento2-extension-free,magento2-login,magento2-customer-login,login-phone-number",,https://github.com/williankeller/magento2-sign-in-with-phone-number,0,0
412,magento-2-french-language-pack,"Magento 2 French Language Pack is referred to give you two steps of setting language. Today, you can remove the language barrier in the simple way if you really want to approach French clients. The only thing you need to do is transferring the default language of Magento 2 CE into French language via the following instructions.",0,https://github.com/mageplaza/magento-2-french-language-pack,,https://opengraph.githubassets.com/e16e8932cb09a6967639257f4a68d537a0b423b494b64dd8f0464e5ee6b5b50e/mageplaza/magento-2-french-language-pack,mageplaza,"magento2,language-packs,magento2-extension,magento2-language,magento2-module,magento2-extension-free,french-language,magento2-language-packs",translations,https://github.com/mageplaza/magento-2-french-language-pack,0,0
413,cs-magento-bouncer,"CrowdSec is an open-source cyber security tool. This module blocks detected attackers or display them a captcha to check they are not bots.",0,https://github.com/crowdsecurity/cs-magento-bouncer,,https://opengraph.githubassets.com/f762a3c6c8361732dcb56a6b79e4b1bf07f76588efe88aa750cc100f9d3aefef/crowdsecurity/cs-magento-bouncer,crowdsecurity,"php,magento2,crowdsec,crowdsec-bouncer",,https://github.com/crowdsecurity/cs-magento-bouncer,0,0
419,magento-2-reports,"Magento 2 Reports extension Free from Mageplaza helps stores quickly access to advanced reports on Dashboard. As your shop grows, so is the amount of numbers you have to deal with everyday. Eventually, it would reach a point where you find yourself in dire need of a tool that can take care of the figures for you.",0,https://github.com/mageplaza/magento-2-reports,,https://opengraph.githubassets.com/3bd504a6b1ece199add0af0980f305d75c3ef06994121d2167e022bcc11bfbc4/mageplaza/magento-2-reports,mageplaza,"Reporting & Analytics",reporting,https://github.com/mageplaza/magento-2-reports,0,0
422,magento2-autorefreshcache,"Simple Magento 2.x.x plugin to allow cache cleaning on Cron runs",0,https://github.com/vDeggial/magento2-autorefreshcache,,https://opengraph.githubassets.com/2e3d4d661e19afe672712a0afd135c9ccedf927b3b3dfb1eafa0c624572ee1cf/vDeggial/magento2-autorefreshcache,vDeggial,"magento2,magento2-extension,magento2-module",,https://github.com/vDeggial/magento2-autorefreshcache,0,0
427,magento2-module-quicklink,"A Magento 2 module integrates GoogleChromeLabs/quicklink, ⚡️Faster subsequent page-loads by prefetching in-viewport links during idle time.",0,https://github.com/rangerz/magento2-module-quicklink,,https://opengraph.githubassets.com/5b4ce5f63f33d5b04b2f7b0d865fe5407c061ace793a0cce77134d2831ac0374/rangerz/magento2-module-quicklink,rangerz,"magento2,magento2-extension,magento2-module,quicklink",performance,https://github.com/rangerz/magento2-module-quicklink,0,0
431,magento-two,"Ruby Gem | Magento 2 API Wrapper",0,https://github.com/Kaakati/magento-two,,https://opengraph.githubassets.com/f95ae0781c2edbb04a305c6be8050416ca0f1bb62e34f49943f7fa1d949159c5/Kaakati/magento-two,Kaakati,"ruby-gem,magento2",,https://github.com/Kaakati/magento-two,0,0
438,smsverification-magento2,"FraudLabs Pro SMS Verification is an extension that help merchants to authenticate the client’s identity by sending them a SMS for verification in Magento 2.",0,https://github.com/fraudlabspro/smsverification-magento2,,https://opengraph.githubassets.com/d0ce02cf9ac4e04300dc87a8d6ced680a3e4c5db0904bf4f0b2c93a205a8f6f0/fraudlabspro/smsverification-magento2,fraudlabspro,"magento2,magento2-extension,fraud-prevention,magento2-module,fraud-detection,sms-verification,fraudlabspro,fraud-protection",fraud,https://github.com/fraudlabspro/smsverification-magento2,0,0
440,bancointer-magento2,"This module allow to connect a Magento 2 store with payment methods offered by Banco Inter.",0,https://github.com/mbissonho/bancointer-magento2,,https://opengraph.githubassets.com/f5e50a8e65bbd7ff3be4c0890b866565cba104d03da352a1f1c277d61daad429/mbissonho/bancointer-magento2,mbissonho,"Payment Integration",payment,https://github.com/mbissonho/bancointer-magento2,0,0
448,hyva-flags,"Country & Language Flags for Magento 2 & Mage-OS with Hyvä Themes",0,https://github.com/JaJuMa-GmbH/hyva-flags,,https://opengraph.githubassets.com/e55756a8fb782d0c800d763ba4d21f0273d9b9a6932aaa1ab223382a1230474c/JaJuMa-GmbH/hyva-flags,JaJuMa-GmbH,"icons,magento,magento2,magento2-extension,magento2-module,magento-extension-free,jajuma,hyva,jajuma-gmbh,hyva-themes,hyva-community,hyva-module,hyva-icons",translations,https://github.com/JaJuMa-GmbH/hyva-flags,0,0
469,vijayrami-Magelearn_CategoryAttribute,"Magento2 add color picker, date picker, Image upload, Select and multi-select attribute in category add/edit admin UI Component form",0,https://github.com/vijayrami/vijayrami-Magelearn_CategoryAttribute,,https://opengraph.githubassets.com/98c560ee63f0b603667eac4588b3087c4fe0777cf836f5c07f60b8b33a7472c2/vijayrami/vijayrami-Magelearn_CategoryAttribute,vijayrami,"Developer Tools",admintools,https://github.com/vijayrami/vijayrami-Magelearn_CategoryAttribute,0,0
482,addressfinder-magento,"AddressFinder extension for Magento 2",0,https://github.com/AddressFinder/addressfinder-magento,,https://opengraph.githubassets.com/7a1256f5d949a46712660afab9ab3cdc0072115fcfe922c623c32e2cd90b3145/AddressFinder/addressfinder-magento,AddressFinder,"plugin,shipping,autocomplete,address,verification,magento,australia,magento2,new-zealand,delivery",,https://github.com/AddressFinder/addressfinder-magento,0,0
491,magento-2-google-recaptcha,"Google reCAPTCHA extension for Magento 2 keeps abusive activities away. By creating a human-friendly shield, bots will be not allowed to access your admin panel and your store, while humans can pass through with ease.",0,https://github.com/mageplaza/magento-2-google-recaptcha,,https://opengraph.githubassets.com/d8b707354925ae09c279b70471491cc9ca95913ff45dd3350e75b51bfa5a9c29/mageplaza/magento-2-google-recaptcha,mageplaza,Fraud,fraud,https://github.com/mageplaza/magento-2-google-recaptcha,0,0
495,magento-2-flip-book,,0,https://github.com/magepow/magento-2-flip-book,,https://opengraph.githubassets.com/b3ba3ec827ecca310737d8944216de8cdc40c46629650094e522641bfe5fd6e1/magepow/magento-2-flip-book,magepow,"magento,magento2,flipbook,magento2-extension,magento2-module,magento-module,magento2-extension-free,magento-module-free,3d-flipbook,magento2-flipbook,magento-flipbook,magento-3d-flipbook",,https://github.com/magepow/magento-2-flip-book,0,0
498,logviewer,"Magento 2 module to view and download system logs / reports in the admin",0,https://github.com/juashyam/logviewer,,https://opengraph.githubassets.com/c9b3a7d28f7754dfde3521abce0ade863e6ef1bc6483cb7eb6f7d270b5a0a4f9/juashyam/logviewer,juashyam,"php,log,magento,magento2,reports,magento2-extension,magento2-module",,https://github.com/juashyam/logviewer,0,0
504,OTPSimplePay-Magento2,"Magento2 OTP Simplepay OTP Simplepay fizetési modul Magento2 webshop rendszerhez",0,https://github.com/IconoCoders/OTPSimplePay-Magento2,,https://opengraph.githubassets.com/cc757d04bb13369749ccba5c7b02803f8c2b363d37a401118f56e5dcdb1e472c/IconoCoders/OTPSimplePay-Magento2,IconoCoders,"magento,magento2,magento2-extension,payment-gateway,payment-integration,magento2-module",payment,https://github.com/IconoCoders/OTPSimplePay-Magento2,0,0
514,taxjar-magento2-extension,"Magento 2 Sales Tax Extension by TaxJar",0,https://github.com/taxjar/taxjar-magento2-extension,,https://opengraph.githubassets.com/e4ff881229f7fc5c8efb4188cbe0eb7b70de2344fb4ae0a7a83d7bc00cf1665c/taxjar/taxjar-magento2-extension,taxjar,"ecommerce,magento,tax,magento-2,magento2,tax-rate,taxjar,sales-tax",,https://github.com/taxjar/taxjar-magento2-extension,0,0
517,module-search-mysql-legacy,,0,https://github.com/swissup/module-search-mysql-legacy,,https://opengraph.githubassets.com/6458361858cd4a1496d47ea41874d189f87278c92f5082bf5db4fd0647e7c34d/swissup/module-search-mysql-legacy,swissup,"magento,magento2,magento2-extension,magento2-module,magento2-search",,https://github.com/swissup/module-search-mysql-legacy,0,0
532,module-codemirror,"CodeMirror for Magento 2",0,https://github.com/swissup/module-codemirror,,https://opengraph.githubassets.com/7cd4169e51ce110aaf176dd56d34791faedd678607cbb25e08c35d4bc71c2aac/swissup/module-codemirror,swissup,"magento2,codemirror-editor",,https://github.com/swissup/module-codemirror,0,0
548,alphacommercehub,"AlphaCommerceHub integration with Magento 2",0,https://github.com/mage2pro/alphacommercehub,,https://opengraph.githubassets.com/eeac7885b8474e46f95f57fcf698fd90712321776f36cd4bf51ab4128296cddc/mage2pro/alphacommercehub,mage2pro,"Payment Integration",payment,https://github.com/mage2pro/alphacommercehub,0,0
549,tbc-bank,"TBC Bank integration with Magento 2",0,https://github.com/mage2pro/tbc-bank,,https://opengraph.githubassets.com/7fbac197b693e271db3c0168040a37edd371f0f4a8f204c6c3173720c27e17cd/mage2pro/tbc-bank,mage2pro,"magento-2,magento2,georgia,magento2-extension,payment-gateway,payment-integration,payment-processing,payment-service,magento2-module,payment-module,banking-api,mage2pro",,https://github.com/mage2pro/tbc-bank,0,0
551,Magento-2-ChatGPT-AI-Content-Generator,"Magento 2 ChatGPT AI Content Generator",0,https://github.com/magecomp/Magento-2-ChatGPT-AI-Content-Generator,,https://opengraph.githubassets.com/baaa3fc66ae17b0257c5a969d90c9b7470b60350b41e6d88b7f1d126eedd2ee8/magecomp/Magento-2-ChatGPT-AI-Content-Generator,magecomp,"magento2,magento2-extension,magento2-module,magecomp,chatgpt,magento-2-chatgpt",,https://github.com/magecomp/Magento-2-ChatGPT-AI-Content-Generator,0,0
553,clean-admin-menu,"Magento 2 Extension to cleanup admin menu and Store > Configuration area by arranging third party extension items.",0,https://github.com/redchamps/clean-admin-menu,,https://opengraph.githubassets.com/1ebcb978f069f9cbd4aa27ae50e57b7677059324b54183506f5f1532e2b23ac9/redchamps/clean-admin-menu,redchamps,"magento2,magento2-extension,magento2-module,magento2-extension-free",,https://github.com/redchamps/clean-admin-menu,0,0
562,2checkout,"2Checkout integration with Magento 2",0,https://github.com/mage2pro/2checkout,,https://opengraph.githubassets.com/56ce7f4e2ee79c4dfc2ae6ba64309a9bb388723671f82bc21b886c018dad2a70/mage2pro/2checkout,mage2pro,"Payment Integration",payment,https://github.com/mage2pro/2checkout,0,0
563,allpay,"歐付寶 O\'Pay (allPay) integration with Magento 2",0,https://github.com/mage2pro/allpay,,https://opengraph.githubassets.com/f55e1c647f89f22357d08c42cc23d2d65ef7f2982d0fdec8e354950e156a50ce/mage2pro/allpay,mage2pro,"Payment Integration",payment,https://github.com/mage2pro/allpay,0,0
564,checkout.com,"Checkout.com integration with Magento 2",0,https://github.com/mage2pro/checkout.com,,https://opengraph.githubassets.com/452927e3a9c0f6a39d3ba8ed84e9bad3137184734123627c62204d24700879ff/mage2pro/checkout.com,mage2pro,"payment,magento-2,magento2,magento2-extension,payment-gateway,payment-integration,payment-processing,3d-secure,payment-service,magento2-module,payment-module,checkout-com,mage2pro",payment,https://github.com/mage2pro/checkout.com,0,0
565,facebook-login,"The «Facebook Login» extension for Magento 2",0,https://github.com/mage2pro/facebook-login,,https://opengraph.githubassets.com/c707f996a2b3c6b760ac1bbb7239fe536db20c5c894966e0c652579d10f53376/mage2pro/facebook-login,mage2pro,"api,oauth,ecommerce,oauth2,facebook,authentication,magento,magento-2,magento2,facebook-api,magento-extension,magento2-extension,single-sign-on,magento2-module,mage2pro",,https://github.com/mage2pro/facebook-login,0,0
567,google-font,,0,https://github.com/mage2pro/google-font,,https://opengraph.githubassets.com/00b1bc2044eedbc668e8993c8580d4699e6e5b5a0ee2ea2c232bdab31a681db9/mage2pro/google-font,mage2pro,"google,magento,magento-2,magento2,google-fonts,google-api,magento2-extension,magento2-module,mage2pro",,https://github.com/mage2pro/google-font,0,0
568,klarna,"Klarna integration with Magento 2",0,https://github.com/mage2pro/klarna,,https://opengraph.githubassets.com/f613678c37a0f380acd7b3a206cf983c5e50ec13cab79dc934e66318dd900821/mage2pro/klarna,mage2pro,"Payment Integration",payment,https://github.com/mage2pro/klarna,0,0
569,moip,"Moip integration with Magento 2",0,https://github.com/mage2pro/moip,,https://opengraph.githubassets.com/7d925026550b840472a6c0380738288d79ae048cebb669b58c0d6699c301123c/mage2pro/moip,mage2pro,"Payment Integration",payment,https://github.com/mage2pro/moip,0,0
570,sift,"Sift (fraud detection) integration with Magento 2",0,https://github.com/mage2pro/sift,,https://opengraph.githubassets.com/48c30e553710a41b93176ac37742d30e0f908d982388afefe74d96f6a8d04229/mage2pro/sift,mage2pro,Fraud,fraud,https://github.com/mage2pro/sift,0,0
571,qiwi,"Visa QIWI Wallet (QIWI Кошелёк) integration with Magento 2",0,https://github.com/mage2pro/qiwi,,https://opengraph.githubassets.com/3420dea805e36047777e02b2f07160c550d2468457de9d495956c6c5bceab27f/mage2pro/qiwi,mage2pro,"magento-2,magento2,magento2-extension,russia,payment-gateway,payment-integration,payment-processing,qiwi,payment-service,magento2-module,payment-module,mage2pro",payment,https://github.com/mage2pro/qiwi,0,0
572,square,"Square Payments integration with Magento 2",0,https://github.com/mage2pro/square,,https://opengraph.githubassets.com/61da227991df0d701a3fa29813dfc09861e4fcae1c76735b93206f6696d12792/mage2pro/square,mage2pro,"Payment Integration",payment,https://github.com/mage2pro/square,0,0
